Example 0 of unit 0, 0.1711580604314804
Example 1 of unit 0, 1.3031022548675537
Example 2 of unit 0, 0.7094215750694275
Example 3 of unit 0, 0.6786468029022217
Example 4 of unit 0, 0.5228579044342041
Example 5 of unit 0, 0.3803858757019043
Example 6 of unit 0, 0.29035404324531555
Example 7 of unit 0, 1.9256889820098877
Example 8 of unit 0, 0.4030957818031311
Example 9 of unit 0, 1.315428376197815
Example 10 of unit 0, 0.13870985805988312
Example 11 of unit 0, 0.31161779165267944
Example 12 of unit 0, 0.11348959803581238
Example 13 of unit 0, 0.5199624300003052
Example 14 of unit 0, 0.195081427693367
Example 15 of unit 0, 0.3595004081726074
Example 16 of unit 0, 0.3738052248954773
Example 17 of unit 0, 0.449020117521286
Example 18 of unit 0, 2.0886104106903076
Example 19 of unit 0, 1.1771119832992554
Example 20 of unit 0, 0.1407472789287567
Example 21 of unit 0, 0.16025330126285553
Example 22 of unit 0, 0.07736743241548538
Example 23 of unit 0, 0.08878171443939209
Example 24 of unit 0, 0.27536341547966003
Example 25 of unit 0, 0.9313297271728516
Example 26 of unit 0, 0.30925583839416504
Example 27 of unit 0, 0.0727248340845108
Example 28 of unit 0, 0.6115250587463379
Example 29 of unit 0, 0.18703539669513702
Example 30 of unit 0, 0.5769308805465698
Example 31 of unit 0, 0.07816199958324432
Example 32 of unit 0, 0.3186701536178589
Example 33 of unit 0, 0.2117108851671219
Example 34 of unit 0, 0.0778917744755745
Example 35 of unit 0, 0.011152763850986958
Example 36 of unit 0, 0.22326573729515076
Example 37 of unit 0, 0.46242663264274597
Example 38 of unit 0, 0.5232554078102112
Example 39 of unit 0, 0.005521364044398069
Example 40 of unit 0, 0.8253889679908752
Example 41 of unit 0, 0.03469332680106163
Example 42 of unit 0, 0.16206316649913788
Example 43 of unit 0, 0.48881280422210693
Example 44 of unit 0, 0.39769619703292847
Example 45 of unit 0, 0.42568883299827576
Example 46 of unit 0, 0.7474455237388611
Example 47 of unit 0, 0.6446160674095154
